timestamp,price_gbp,signal,cash_gbp,coin_holdings,total_value_gbp
2026-09-10T20:39:58.724036+00:00,57179.7,hold,100.0,0.0,100.0
2026-09-10T20:48:09.232615+00:00,57202.1,hold,100.0,0.0,100.0
